Product_ID,Brand,Product_Name,Category,Gender,Price,Discount_Price,Rating,Rating_Count
1031,Nike,Apparel Item 31,Topwear,Men,1198,5175,4.4,10754
1032,Levis,Apparel Item 32,Topwear,Men,7969,2387,4.4,4344
1033,FabIndia,Apparel Item 33,Topwear,Women,6796,3944,4.6,4300
1034,Roadster,Apparel Item 34,Indianwear,Unisex,8311,5986,3.8,2735
1035,Nike,Apparel Item 35,Indianwear,Unisex,5056,4919,4.5,12236
1036,Roadster,Apparel Item 36,Indianwear,Men,2678,6463,3.0,11495
1037,HRX,Apparel Item 37,Footwear,Men,8774,4201,4.8,6214
1038,W,Apparel Item 38,Indianwear,Men,1921,6207,3.8,13450
1039,Levis,Apparel Item 39,Footwear,Women,3679,3674,4.1,6121
1040,Levis,Apparel Item 40,Topwear,Women,4815,4053,3.5,4261
1041,Puma,Apparel Item 41,Topwear,Men,7195,2833,4.4,12190
1042,Nike,Apparel Item 42,Topwear,Unisex,1113,5272,3.1,932
1043,Mango,Apparel Item 43,Bottomwear,Unisex,5069,6640,4.7,2925
1044,FabIndia,Apparel Item 44,Bottomwear,Women,769,6321,4.6,11152
1045,Mango,Apparel Item 45,Dresses,Women,2967,606,3.4,7967
1046,Puma,Apparel Item 46,Dresses,Men,4106,6032,4.5,13907
1047,HRX,Apparel Item 47,Dresses,Unisex,3574,6154,4.5,3056
1048,FabIndia,Apparel Item 48,Bottomwear,Men,788,3032,4.2,9176
1049,W,Apparel Item 49,Bottomwear,Women,8619,6708,3.7,1240
1050,Mango,Apparel Item 50,Dresses,Unisex,7113,4516,3.5,10637
1051,W,Apparel Item 51,Dresses,Unisex,3751,552,3.4,7657
1052,Mango,Apparel Item 52,Indianwear,Women,7914,6457,3.6,10016
1053,W,Apparel Item 53,Dresses,Men,7270,3765,4.7,11136
1054,Mango,Apparel Item 54,Indianwear,Men,777,4713,3.1,4943
1055,W,Apparel Item 55,Footwear,Unisex,1079,5163,4.6,14305
1056,Puma,Apparel Item 56,Bottomwear,Women,5457,1917,3.7,9565
1057,Biba,Apparel Item 57,Dresses,Unisex,8944,6772,4.0,3950
1058,FabIndia,Apparel Item 58,Bottomwear,Women,4775,6562,4.5,6493
1059,Nike,Apparel Item 59,Bottomwear,Men,8496,2999,4.7,213
1060,HRX,Apparel Item 60,Bottomwear,Women,5275,5444,3.7,170
1061,Zara,Apparel Item 61,Footwear,Men,1323,2594,3.9,12689
1062,Roadster,Apparel Item 62,Topwear,Women,4331,4897,3.8,8970
1063,Nike,Apparel Item 63,Dresses,Unisex,5944,5090,3.0,3758
1064,Roadster,Apparel Item 64,Topwear,Men,1879,3953,3.6,6728
1065,FabIndia,Apparel Item 65,Topwear,Unisex,7033,2813,3.9,2591
1066,Nike,Apparel Item 66,Topwear,Unisex,3655,5932,3.8,1103
1067,W,Apparel Item 67,Bottomwear,Men,4806,3248,4.4,4510
1068,W,Apparel Item 68,Indianwear,Men,6133,5652,3.7,8809
1069,Zara,Apparel Item 69,Bottomwear,Unisex,6309,2141,3.9,5720
1070,Roadster,Apparel Item 70,Bottomwear,Unisex,6433,1705,3.8,9742
1071,HRX,Apparel Item 71,Topwear,Unisex,3608,4248,4.4,2885
1072,FabIndia,Apparel Item 72,Bottomwear,Unisex,4581,4567,4.6,3201
1073,W,Apparel Item 73,Topwear,Men,3739,4975,4.0,1847
1074,Biba,Apparel Item 74,Indianwear,Men,6527,5054,4.5,699
1075,Puma,Apparel Item 75,Dresses,Unisex,2348,5239,3.6,3769
1076,Puma,Apparel Item 76,Topwear,Women,8996,5961,4.0,11151
1077,Mango,Apparel Item 77,Indianwear,Women,3248,4594,3.7,13538
1078,HRX,Apparel Item 78,Dresses,Men,7179,5577,3.8,2113
1079,Puma,Apparel Item 79,Footwear,Unisex,704,2954,4.4,375
1080,Mango,Apparel Item 80,Topwear,Unisex,7851,2704,4.7,14020
1081,Roadster,Apparel Item 81,Topwear,Men,5090,4907,3.2,11777
1082,W,Apparel Item 82,Footwear,Women,3949,1487,4.2,8102
1083,W,Apparel Item 83,Footwear,Women,7713,3041,4.1,12752
1084,Biba,Apparel Item 84,Topwear,Women,4310,1576,3.2,12401
1085,Nike,Apparel Item 85,Footwear,Men,5640,6503,3.4,4182
1086,Puma,Apparel Item 86,Bottomwear,Women,3207,6808,3.6,12527
1087,Roadster,Apparel Item 87,Dresses,Men,2490,5315,3.3,6043
1088,Levis,Apparel Item 88,Dresses,Men,8962,5156,3.5,2388
1089,Puma,Apparel Item 89,Dresses,Unisex,3772,3393,3.5,1215
1090,HRX,Apparel Item 90,Bottomwear,Women,5037,958,3.6,4998
1091,Nike,Apparel Item 91,Footwear,Men,4221,3363,4.4,12041
1092,Puma,Apparel Item 92,Indianwear,Women,4050,1670,4.1,5679
1093,Roadster,Apparel Item 93,Footwear,Women,3331,2212,4.9,2745
1094,Puma,Apparel Item 94,Topwear,Unisex,6178,3314,3.8,14372
1095,HRX,Apparel Item 95,Dresses,Women,7078,1008,4.4,11549
1096,Levis,Apparel Item 96,Footwear,Unisex,651,2860,4.7,9877
1097,FabIndia,Apparel Item 97,Indianwear,Men,6253,4519,4.3,8500
1098,Zara,Apparel Item 98,Topwear,Women,3299,6523,3.8,966
1099,Levis,Apparel Item 99,Bottomwear,Men,5809,682,4.4,9316
1100,Mango,Apparel Item 100,Bottomwear,Women,3109,5967,3.4,6633
1101,Puma,Apparel Item 101,Indianwear,Men,1603,3327,3.6,14918
1102,W,Apparel Item 102,Topwear,Women,7860,4795,4.0,10707
1103,Biba,Apparel Item 103,Dresses,Women,4698,1490,4.1,1484
1104,W,Apparel Item 104,Footwear,Women,4353,5525,3.0,4470
1105,Levis,Apparel Item 105,Topwear,Women,7762,1215,4.8,7012
1106,W,Apparel Item 106,Bottomwear,Women,2413,481,4.3,13996
1107,Roadster,Apparel Item 107,Indianwear,Women,7864,2319,3.9,12648
1108,W,Apparel Item 108,Indianwear,Women,3571,3890,4.8,11928
1109,Nike,Apparel Item 109,Footwear,Women,905,3543,3.8,11673
1110,FabIndia,Apparel Item 110,Indianwear,Women,665,2492,4.9,6406
1111,Puma,Apparel Item 111,Indianwear,Men,1007,5112,4.0,2838
1112,W,Apparel Item 112,Topwear,Unisex,2160,6804,3.2,14202
1113,HRX,Apparel Item 113,Dresses,Women,4163,574,4.5,2860
1114,FabIndia,Apparel Item 114,Footwear,Unisex,3988,5684,4.3,13309
1115,FabIndia,Apparel Item 115,Topwear,Women,1179,3103,4.5,10708
1116,W,Apparel Item 116,Dresses,Women,3023,5336,4.8,11972
1117,FabIndia,Apparel Item 117,Topwear,Men,2619,768,4.5,2974
1118,Biba,Apparel Item 118,Topwear,Men,5759,2217,4.2,4604
1119,W,Apparel Item 119,Indianwear,Unisex,4856,2500,4.6,9151
1120,Roadster,Apparel Item 120,Dresses,Men,1862,5184,4.3,14292
1121,Levis,Apparel Item 121,Footwear,Men,2791,3889,3.8,14344
1122,Nike,Apparel Item 122,Footwear,Unisex,2037,2178,4.7,12805
1123,Zara,Apparel Item 123,Dresses,Men,3907,1763,3.4,13625
1124,Mango,Apparel Item 124,Indianwear,Women,8241,5927,4.4,6654
1125,FabIndia,Apparel Item 125,Bottomwear,Unisex,2402,4861,4.7,2860
1126,Roadster,Apparel Item 126,Topwear,Unisex,673,3741,4.4,14943
1127,Puma,Apparel Item 127,Indianwear,Women,2729,5138,4.3,175
1128,Puma,Apparel Item 128,Dresses,Men,4786,4075,4.4,11688
1129,Mango,Apparel Item 129,Topwear,Unisex,4659,2825,3.9,10711
1130,Nike,Apparel Item 130,Footwear,Unisex,7605,471,4.7,929
1131,FabIndia,Apparel Item 131,Bottomwear,Women,3670,3361,3.4,8315
1132,Biba,Apparel Item 132,Footwear,Women,2066,5766,3.2,3514
1133,Mango,Apparel Item 133,Dresses,Men,1650,1258,3.5,1001
1134,Nike,Apparel Item 134,Topwear,Unisex,8118,4255,4.0,6057
1135,FabIndia,Apparel Item 135,Dresses,Men,6532,4537,4.0,14552
1136,Roadster,Apparel Item 136,Topwear,Men,5445,2823,4.6,3849
1137,Levis,Apparel Item 137,Indianwear,Women,8733,1463,3.8,1268
1138,Biba,Apparel Item 138,Bottomwear,Unisex,2406,2616,3.9,7619
1139,Zara,Apparel Item 139,Indianwear,Unisex,3989,4416,3.0,11628
1140,Puma,Apparel Item 140,Indianwear,Unisex,3034,2658,3.8,8716
1141,HRX,Apparel Item 141,Dresses,Women,4672,6011,4.2,13529
1142,Roadster,Apparel Item 142,Bottomwear,Women,1792,4150,3.0,4814
1143,Puma,Apparel Item 143,Topwear,Women,5268,2485,3.5,11398
1144,W,Apparel Item 144,Topwear,Women,5295,767,3.4,14483
1145,HRX,Apparel Item 145,Footwear,Women,7370,3203,3.1,12636
1146,Puma,Apparel Item 146,Topwear,Unisex,3471,549,3.9,10786
1147,Nike,Apparel Item 147,Dresses,Men,4421,1533,3.3,77
1148,Biba,Apparel Item 148,Indianwear,Unisex,5496,5998,4.4,9798
1149,Puma,Apparel Item 149,Indianwear,Men,7531,5954,4.6,5670
1150,Zara,Apparel Item 150,Indianwear,Women,1491,5565,4.0,4488
1151,Levis,Apparel Item 151,Bottomwear,Men,8611,5518,4.9,8220
1152,Nike,Apparel Item 152,Topwear,Unisex,5786,6093,3.9,10932
1153,Roadster,Apparel Item 153,Dresses,Unisex,2739,3183,4.0,3531
1154,Roadster,Apparel Item 154,Bottomwear,Men,1975,6535,4.9,14419
1155,Roadster,Apparel Item 155,Footwear,Women,6925,5884,3.4,582
1156,Roadster,Apparel Item 156,Dresses,Women,888,4563,4.8,7092
1157,Levis,Apparel Item 157,Dresses,Unisex,1498,2745,3.1,7842
1158,Puma,Apparel Item 158,Dresses,Men,2354,5438,3.8,5405
1159,FabIndia,Apparel Item 159,Indianwear,Women,8624,5296,3.1,2268
1160,Puma,Apparel Item 160,Dresses,Women,3262,6838,4.4,11104
1161,W,Apparel Item 161,Topwear,Unisex,4162,2649,4.2,6049
1162,Biba,Apparel Item 162,Dresses,Women,5485,459,4.3,660
1163,HRX,Apparel Item 163,Indianwear,Men,1980,5440,3.7,5751
1164,FabIndia,Apparel Item 164,Dresses,Unisex,7755,3409,3.7,13291
1165,FabIndia,Apparel Item 165,Footwear,Unisex,4230,4300,3.1,6848
1166,Puma,Apparel Item 166,Footwear,Men,7761,1736,3.7,2597
1167,FabIndia,Apparel Item 167,Indianwear,Unisex,950,1583,4.8,7886
1168,Mango,Apparel Item 168,Topwear,Women,3592,4825,3.7,3272
1169,Mango,Apparel Item 169,Topwear,Women,1381,1950,4.6,1348
1170,W,Apparel Item 170,Bottomwear,Men,4907,4832,4.6,5006
1171,HRX,Apparel Item 171,Indianwear,Women,4567,2028,3.7,11836
1172,Zara,Apparel Item 172,Dresses,Men,3776,1726,4.2,5790
1173,Levis,Apparel Item 173,Indianwear,Men,8450,1925,3.2,2837
1174,Puma,Apparel Item 174,Bottomwear,Women,5189,2072,3.2,13883
1175,Levis,Apparel Item 175,Indianwear,Men,5094,1760,3.1,14221
1176,Zara,Apparel Item 176,Indianwear,Women,5058,1972,4.1,14079
1177,Puma,Apparel Item 177,Bottomwear,Unisex,7790,3085,3.8,5242
1178,Puma,Apparel Item 178,Topwear,Unisex,8659,4769,4.0,2227
1179,HRX,Apparel Item 179,Dresses,Men,611,5682,4.0,3549
1180,Levis,Apparel Item 180,Bottomwear,Women,5630,2765,3.7,7855
1181,Mango,Apparel Item 181,Footwear,Women,3696,4156,4.3,14242
1182,Roadster,Apparel Item 182,Topwear,Unisex,638,2833,4.4,9239
1183,Levis,Apparel Item 183,Footwear,Unisex,1923,2392,3.0,14036
1184,Biba,Apparel Item 184,Topwear,Women,3448,1268,3.4,4393
1185,Biba,Apparel Item 185,Dresses,Men,3667,1413,4.4,12180
1186,Puma,Apparel Item 186,Dresses,Unisex,6542,2310,3.7,14534
1187,Roadster,Apparel Item 187,Indianwear,Men,7488,1001,4.3,2971
1188,Nike,Apparel Item 188,Footwear,Men,7735,4220,3.7,3236
1189,Zara,Apparel Item 189,Topwear,Unisex,6760,6294,3.7,13888
1190,W,Apparel Item 190,Dresses,Men,1386,1089,3.3,6847
1191,Roadster,Apparel Item 191,Bottomwear,Men,3603,892,3.5,14043
1192,W,Apparel Item 192,Dresses,Women,548,888,4.2,7041
1193,Levis,Apparel Item 193,Bottomwear,Men,4450,2955,3.8,14816
1194,Levis,Apparel Item 194,Topwear,Women,4059,4884,4.5,9300
1195,W,Apparel Item 195,Dresses,Unisex,517,693,4.6,10526
1196,Zara,Apparel Item 196,Dresses,Unisex,5320,5887,4.0,9141
1197,Roadster,Apparel Item 197,Topwear,Women,6839,4426,4.4,3726
1198,Nike,Apparel Item 198,Dresses,Unisex,8557,3242,3.6,3424
1199,Puma,Apparel Item 199,Bottomwear,Men,3105,3311,3.8,1458
1200,HRX,Apparel Item 200,Dresses,Men,8345,2116,4.4,580
