Restaurant_ID,Name,City,Locality,Aggregate_Rating,Votes,Average_Cost_for_Two,Cuisines,Has_Online_Delivery
MUM_122,Mumbai_Resto_122,Mumbai,Andheri,3.9,344,2500,"Cafe, Fast Food",Yes
MUM_123,Mumbai_Resto_123,Mumbai,Powai,3.5,2035,2500,"Coastal, Seafood",Yes
MUM_124,Mumbai_Resto_124,Mumbai,Colaba,4.3,1297,1200,"Continental, Asian",Yes
MUM_125,Mumbai_Resto_125,Mumbai,Colaba,3.8,1598,1500,"Cafe, Fast Food",No
MUM_126,Mumbai_Resto_126,Mumbai,Powai,4.0,3167,1200,"Italian, Pizza",Yes
MUM_127,Mumbai_Resto_127,Mumbai,Lower Parel,4.2,1740,1200,"Italian, Pizza",Yes
MUM_128,Mumbai_Resto_128,Mumbai,Lower Parel,3.3,1186,1200,"Cafe, Fast Food",Yes
MUM_129,Mumbai_Resto_129,Mumbai,Juhu,3.4,1306,1200,"North Indian, Chinese",Yes
MUM_130,Mumbai_Resto_130,Mumbai,Colaba,4.0,2114,1200,"Cafe, Fast Food",Yes
MUM_131,Mumbai_Resto_131,Mumbai,Juhu,4.3,409,1500,"Continental, Asian",Yes
MUM_132,Mumbai_Resto_132,Mumbai,Colaba,4.4,3344,1200,"North Indian, Chinese",Yes
MUM_133,Mumbai_Resto_133,Mumbai,Andheri,3.5,2963,600,"Italian, Pizza",Yes
MUM_134,Mumbai_Resto_134,Mumbai,Andheri,4.4,749,600,"Cafe, Fast Food",Yes
MUM_135,Mumbai_Resto_135,Mumbai,Bandra,4.0,497,800,"Coastal, Seafood",Yes
MUM_136,Mumbai_Resto_136,Mumbai,Juhu,3.7,2953,1500,"Coastal, Seafood",No
MUM_137,Mumbai_Resto_137,Mumbai,Powai,3.8,2462,1200,"Continental, Asian",Yes
MUM_138,Mumbai_Resto_138,Mumbai,Juhu,4.4,724,1200,"Coastal, Seafood",Yes
MUM_139,Mumbai_Resto_139,Mumbai,Powai,4.2,1057,1200,"Cafe, Fast Food",Yes
MUM_140,Mumbai_Resto_140,Mumbai,Lower Parel,4.1,1399,1200,"Cafe, Fast Food",Yes
MUM_141,Mumbai_Resto_141,Mumbai,Juhu,4.2,2564,800,"Coastal, Seafood",Yes
MUM_142,Mumbai_Resto_142,Mumbai,Lower Parel,4.5,2511,1200,"Cafe, Fast Food",Yes
MUM_143,Mumbai_Resto_143,Mumbai,Andheri,4.1,635,1500,"Continental, Asian",No
MUM_144,Mumbai_Resto_144,Mumbai,Andheri,4.1,1306,2500,"North Indian, Chinese",Yes
MUM_145,Mumbai_Resto_145,Mumbai,Bandra,4.6,1297,800,"Continental, Asian",Yes
MUM_146,Mumbai_Resto_146,Mumbai,Juhu,4.0,1043,600,"Continental, Asian",Yes
MUM_147,Mumbai_Resto_147,Mumbai,Lower Parel,4.3,1485,600,"Cafe, Fast Food",Yes
MUM_148,Mumbai_Resto_148,Mumbai,Powai,3.9,621,600,"North Indian, Chinese",Yes
MUM_149,Mumbai_Resto_149,Mumbai,Andheri,3.9,2432,1200,"Cafe, Fast Food",Yes
MUM_150,Mumbai_Resto_150,Mumbai,Andheri,4.1,1295,800,"Italian, Pizza",Yes
